56,56,[1;2;3;4;5;6;7;8;9;10;11]
57,57,[1;2;3;4;5;6;7;8;9]
58,58,[1;2;3;4;5;6;7;8]
59,59,[1;2;3;4;5;6;7;8;9;10;11]
60,60,[1;2;3;4;5;6;7;8;9;10;11;12]
61,61,[1;2;3;4;5;6;7;8;9;10;11;12;13;14]
62,62,[1;2;3;4;5;6;7;8;9;10;11;12;13]
63,63,[1;2;3;4;5;6;7;8;9;10]
64,64,[1;2;3;4;5;6;7;8;9;10;11;12;13]
65,65,[1;2;3;4;5;6;7;8;9;10;11;12]
66,66,[1;2;3;4;5;6;7;8;9;10;11;12]
67,67,[1;2;3;4;5;6;7;8;9;10;11;12;13]
68,68,[1;2;3;4;5;6;7;8;9;10;11;12]
69,69,[1;2;3;4;5;6;7;8;9;10;11;12;13]
70,70,[1;2;3;4;5;6;7;8;9;10]
71,71,[1;2;3;4;5;6;7;8;9;10;11;12;13;14]
72,72,[1;2;3;4;5;6;7;8;9;10;11;12;13;14]
73,73,[1;2;3;4;5;6;7;8;9;10]
74,74,[1;2;3;4;5;6;7;8;9;10;11]
75,75,[1;2;3;4;5;6;7;8;9]
76,76,[1;2;3;4;5;6;7;8;9;10;11;12;13;14;15]
77,77,[1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16]
78,78,[1;2;3;4;5;6;7;8;9;10;11;12]
79,79,[1;2;3;4;5;6;7;8;9;10;11;12;13;14;15]
80,80,[1;2;3;4;5;6;7;8;9;10;11;12;13;14;15]
81,81,[1;2;3;4;5;6;7;8;9;10;11;12;13]
82,82,[1;2;3;4;5;6;7;8;9;10;11;12;13]
83,83,[1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16]
84,84,[1;2;3;4;5;6;7;8;9;10;11;12;13;14]
85,85,[1;2;3;4;5;6;7;8;9;10;11;12;13;14]
86,86,[1;2;3;4;5;6;7;8;9;10;11;12;13;14;15]
87,87,[1;2;3;4;5;6;7;8;9;10;11;12]
88,88,[1;2;3;4;5;6;7;8;9;10;11;12]
89,89,[1;2;3;4;5;6;7;8;9;10;11;12]
90,90,[1;2;3;4;5;6;7;8;9;10;11;12;13]
91,91,[1;2;3;4;5;6;7;8;9;10;11;12;13;14]
92,92,[1;2;3;4;5;6;7;8;9;10;11]
93,93,[1;2;3;4;5;6;7;8;9;10;11;12;13;14]
94,94,[1;2;3;4;5;6;7;8;9]
95,95,[1;2;3;4;5;6;7;8;9;10]
96,96,[1;2;3;4;5;6;7;8;9;10;11;12]
97,97,[1;2;3;4;5;6;7;8;9;10;11;12;13]
98,98,[1;2;3;4;5;6;7;8;9;10;11;12]
99,99,[1;2;3;4;5;6;7;8;9;10]
100,100,[1;2;3;4;5;6;7;8;9;10;11;12]
101,101,[1;2;3;4;5;6;7;8;9;10;11;12]
102,102,[1;2;3;4;5;6;7;8;9;10;11;12]
103,103,[1;2;3;4;5;6;7;8;9;10;11;12;13]
104,104,[1;2;3;4;5;6;7;8;9;10;11;12;13]
105,105,[1;2;3;4;5;6;7;8;9;10]
106,106,[1;2;3;4;5;6;7;8;9;10]
107,107,[1;2;3;4;5;6;7]
108,108,[1;2;3;4;5;6;7;8;9;10]
109,109,[1;2;3;4;5;6;7;8;9;10;11]
110,110,[1;2;3;4;5;6;7;8]
111,111,[1;2;3;4;5;6;7;8;9;10;11;12]
112,112,[1;2;3;4;5;6;7;8;9]
113,113,[1;2;3;4;5;6;7;8;9;10]
114,114,[1;2;3;4;5;6;7]
115,115,[1;2;3;4;5;6;7;8;9;10;11;12]
116,116,[1;2;3;4;5;6;7;8;9]
117,117,[1;2;3;4;5;6;7;8]
118,118,[1;2;3;4;5;6;7;8]
119,119,[1;2;3;4;5;6;7;8;9;10;11;12;13]
